CROPS,TYPE_OF_CROP,SOIL,SEASON,SOWN,HARVESTED,WATER_SOURCE,Drought_Risk,SOIL_PH,CROP_DURATION,TEMPERATURE,WATER_REQUIRED,RELATIVE_HUMIDITY,N,P,K
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.06,99,27,568,97,69,51,53
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.01,99,35,498,93,71,50,59
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.55,100,34,485,93,67,46,49
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.88,103,29,569,96,68,45,48
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.73,102,28,528,90,65,54,52
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.55,101,27,560,94,72,55,42
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.53,100,22,509,98,63,50,47
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.55,100,17,625,98,71,40,46
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.97,99,29,584,94,69,48,48
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.88,102,27,493,94,68,46,51
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.79,101,26,540,93,73,50,54
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.15,99,33,571,94,75,50,45
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.04,102,27,564,95,74,52,49
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.16,101,33,488,94,65,53,49
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.6,101,19,512,91,69,50,53
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.29,98,23,580,92,68,41,53
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.15,102,30,577,94,73,47,47
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.39,98,21,524,98,73,55,51
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.67,98,15,500,92,70,52,50
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.01,99,20,526,96,70,50,58
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.19,96,30,493,96,66,46,52
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.82,97,18,540,98,70,48,54
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.72,99,28,583,94,63,46,55
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.5,101,24,495,96,70,51,49
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.78,97,33,546,96,72,49,44
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.15,100,29,583,97,66,56,45
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.84,102,27,505,91,62,44,52
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.19,103,31,562,95,70,45,48
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.18,98,18,568,92,69,56,42
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.53,99,24,533,95,69,48,45
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.83,96,28,606,91,64,43,47
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.68,102,24,536,95,69,49,54
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.31,98,32,482,99,73,48,51
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.63,96,34,521,95,73,49,46
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.22,102,36,551,95,77,44,48
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.6,99,18,625,92,77,53,50
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.11,102,32,564,94,72,52,40
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.64,99,38,530,97,62,46,52
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.13,96,28,486,95,72,56,51
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.91,97,26,565,93,72,44,48
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.4,100,22,528,95,73,41,51
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.49,101,19,483,98,61,57,46
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.16,96,26,598,96,74,49,48
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.79,101,31,603,94,63,43,49
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.82,96,32,563,94,70,43,56
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.52,98,17,554,94,68,43,43
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.91,101,33,585,95,73,51,46
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.87,97,28,519,93,75,51,47
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.27,103,25,470,92,69,53,53
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.88,101,25,571,94,65,49,50
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.75,103,24,551,91,70,43,42
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.84,99,22,456,96,69,56,49
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.59,97,24,533,92,73,49,49
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.53,100,35,591,91,73,47,49
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.81,98,25,498,94,77,54,46
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.97,97,27,512,95,66,48,54
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.83,99,21,505,95,71,42,45
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.21,99,31,611,90,69,46,45
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.71,97,24,511,94,68,46,56
sorghum,millets,Loamy soil,kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.58,95,29,557,97,66,40,42
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.06,111,24,443,83,49,36,32
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.91,104,41,419,85,53,30,32
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.93,94,27,424,82,47,22,34
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.63,109,18,448,84,50,31,28
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.09,112,22,401,91,44,29,28
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.15,109,31,417,90,50,37,36
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.15,93,25,485,85,50,32,25
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.37,103,15,449,89,52,25,28
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.14,105,27,459,83,53,28,28
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.25,104,38,428,91,49,27,31
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.07,100,32,445,81,49,30,37
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.73,102,41,447,87,52,31,25
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.27,104,14,419,86,51,35,36
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.03,101,38,420,84,47,33,34
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.58,110,25,397,83,53,31,31
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.92,103,16,425,88,50,28,29
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.14,99,35,412,92,53,33,23
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.15,102,33,444,91,47,23,20
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.21,108,40,404,87,47,25,29
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.01,104,26,446,90,43,36,30
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.9,113,13,387,83,53,24,31
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.37,92,26,458,88,48,31,32
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.0,93,38,395,87,48,20,34
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,5.9,101,31,448,89,49,29,34
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.94,116,20,376,92,56,29,35
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.14,111,37,461,85,57,31,29
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.96,97,22,437,92,42,27,28
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.28,102,25,434,88,48,25,21
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.47,112,16,431,88,43,25,31
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.94,103,30,467,88,48,27,29
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.86,99,25,392,84,54,28,24
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.22,100,34,400,84,54,30,34
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.14,114,31,424,90,50,26,31
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.24,114,18,468,88,59,26,35
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.49,99,18,364,82,51,32,33
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.69,104,23,381,83,49,23,27
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.29,102,21,406,88,48,29,35
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.26,115,27,419,82,46,22,26
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.24,111,33,414,87,51,27,36
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.5,105,23,421,91,46,25,34
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.15,112,35,389,87,53,24,25
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.22,101,24,409,84,46,22,31
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.29,103,29,483,89,51,32,36
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.26,104,21,435,86,54,35,30
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.93,104,27,385,87,51,34,30
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.24,104,25,411,83,55,31,34
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,5.94,105,27,433,92,51,22,34
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.82,99,31,421,84,53,35,25
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.51,114,32,368,82,48,29,26
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.29,105,28,417,93,58,28,30
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.7,109,35,469,88,49,30,26
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.72,111,35,368,91,53,29,30
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.74,105,34,433,83,50,33,31
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.69,111,26,435,88,50,33,30
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.62,102,35,410,90,54,23,28
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.23,110,28,444,87,52,26,29
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.92,93,29,407,89,51,32,24
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,5.99,100,21,446,91,45,29,26
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.0,102,32,416,84,53,29,28
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,5.88,110,41,445,89,50,36,37
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.37,116,40,436,86,45,29,30
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.94,108,42,423,89,51,27,28
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,5.96,110,37,367,88,52,27,29
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.21,103,39,394,86,44,31,29
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.62,113,29,389,83,50,24,31
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.47,104,26,402,83,52,28,21
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.34,116,25,407,88,44,29,24
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.67,94,24,413,87,49,36,33
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.58,90,20,478,92,57,30,29
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.21,105,19,450,90,50,22,35
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,5.64,113,23,416,83,48,29,24
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.91,108,27,373,90,52,31,23
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,5.97,102,26,412,86,53,35,32
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.7,102,30,427,87,58,32,28
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.52,114,27,440,89,49,27,26
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.58,104,27,486,85,43,30,22
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.93,104,33,448,87,54,24,29
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.51,97,36,390,90,57,20,32
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.22,105,33,394,83,55,27,33
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.49,105,27,366,82,49,29,28
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,5.92,102,33,404,87,43,28,23
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.83,105,29,470,88,50,33,31
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.01,104,18,421,93,46,31,28
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.42,108,39,414,81,54,36,24
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.84,115,29,428,89,53,27,24
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.38,109,29,482,86,52,27,36
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.26,109,21,388,86,49,30,33
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.22,101,31,428,85,48,33,23
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.61,98,19,483,90,52,31,32
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.87,93,32,413,84,48,30,28
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.9,106,31,423,94,43,22,36
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.99,105,28,417,89,42,36,23
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.52,110,18,394,91,50,34,29
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.7,116,31,438,89,46,35,28
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.27,106,30,453,93,52,22,27
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,5.94,97,34,394,89,52,31,26
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.07,96,24,358,87,55,27,27
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.67,115,44,394,86,43,34,22
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.04,93,36,439,87,41,31,30
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.94,112,42,462,87,42,35,32
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.4,116,36,476,90,47,30,24
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.61,105,19,464,87,57,29,39
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.15,108,33,390,84,49,34,26
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.89,107,30,438,88,42,27,33
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.83,98,34,476,80,47,29,36
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.3,106,31,435,83,53,35,21
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.68,111,40,391,82,53,29,27
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.16,104,28,423,89,47,24,24
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.92,96,20,401,88,55,25,33
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.32,95,33,434,89,49,26,34
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.15,103,19,425,87,51,28,34
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,7.33,111,38,419,90,49,31,26
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,6.87,97,18,395,89,55,31,26
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,5.85,109,33,449,91,48,28,29
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,5.7,109,28,400,84,55,25,26
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,5.77,101,34,358,90,51,30,31
Pearl millet,millets,"Clay soil,clay Loamy soil,sandy loamy soil",kharif,"Jun,Jul","Sep,Oct","irrigated,rainfed",,5.86,117,24,402,86,46,29,28
